,accuracy_score,f1_score,recall_score,precision_score,MAE,RMSE,MAPE,SMAPE,MASE,MSLE
validation-0,0.6141176470588235,0.5960591133004927,0.6111111111111112,0.5817307692307693,1034.3311173708923,1363.6874583654096,4.133833150964553,3.9902530015044277,1.6535353711416227,0.0029706548291763128
