,accuracy_score,f1_score,recall_score,precision_score,MAE,RMSE,MAPE,SMAPE,MASE,MSLE
validation-0,0.5905882352941176,0.5756097560975609,0.5959595959595959,0.5566037735849056,2189.8486840306664,2479.7140812247317,9.192123442074248,8.621746588982495,3.5008056856073684,0.010936008614530531
