Date,Low,High,Close,Open,Volume,predicted_low,predicted_high,predicted_mean,signal1,signal2
2021-11-11,63580.0,65559.5,65559.5,64393.5,681765600.0,62721.52500155827,66256.41317339153,64531.19157403677,0,0
2021-11-12,63404.0,66387.0,63603.5,65559.5,955110700.0,64345.28178823093,67280.93021930727,65842.76835984981,2,0
2021-11-13,58533.0,63603.5,60100.0,63603.5,2142131300.0,61925.710661178295,65282.6776951693,63642.88473881863,0,0
2021-11-14,58388.0,60890.0,60360.0,60100.0,1258905400.0,58466.65237809534,62332.125378591205,60451.94891185827,0,0
2021-11-15,56460.0,60988.0,56903.5,60360.0,1765707300.0,58715.8442290801,62125.02124051386,60474.81884814214,0,0
2021-11-16,55655.0,58338.0,58076.5,56903.5,1000498100.0,55325.56221975822,59287.95349068965,57378.82560311111,0,0
2021-11-17,57415.5,59862.5,59739.5,58076.5,664355500.0,56701.62842071945,59918.22358129217,58377.798007734054,0,0
2021-11-18,58505.5,60050.0,58650.0,59739.5,654914600.0,58497.003250338836,61226.372714707,59919.38530901143,0,0
2021-11-19,55560.0,59576.5,56271.0,58650.0,1419633600.0,57229.57509675063,60870.12283948331,59119.74146192358,0,0
2021-11-20,55335.5,57885.5,57546.0,56271.0,1181629700.0,54840.896377303696,58135.97373197078,56566.4210061904,0,0
2021-11-21,55888.0,57755.5,57175.5,57546.0,863038900.0,56196.53241568481,59395.98807009443,57883.62932356284,0,0
2021-11-22,57055.0,59448.5,58976.0,57175.5,887460300.0,55979.22547599036,59066.451826570774,57619.41075464676,0,0
2021-11-23,53511.0,59186.5,53782.0,58976.0,1783383500.0,57720.063619142136,60928.785214705924,59421.553247477015,0,0
2021-11-24,53647.5,55284.0,54750.5,53782.0,569449500.0,52425.0796645066,55937.46918602628,54294.209308525664,0,1
2021-11-25,53315.5,57480.5,57343.0,54750.5,907317800.0,53128.57763707457,56233.87412839028,54797.322714833994,0,1
2021-11-26,56737.5,58919.0,57842.5,57343.0,873341400.0,55906.6812982053,59082.483789345046,57608.47225533244,0,0
2021-11-27,55925.0,59282.0,56968.5,57842.5,1345916000.0,55960.00241953062,59720.93784402058,57959.88932590574,0,0
2021-11-28,56497.0,59124.0,57202.0,56968.5,1114520300.0,55645.85002401078,58956.27893774799,57407.83859274501,0,0
2021-11-29,55811.0,57412.0,56508.0,57202.0,1000391600.0,55501.02734131835,58663.08949861057,57197.84958051004,1,0
2021-11-30,51554.5,57699.0,53633.0,56508.0,1889433700.0,55289.72696383133,58320.49969723183,56927.79772444136,2,0
2021-12-01,41498.5,53856.5,49205.0,53633.0,2805872600.0,52078.759453718725,55674.633329215634,54012.513806360475,0,0
2021-12-02,47800.5,49765.0,49434.0,49205.0,801774900.0,47083.364238849055,52098.65032606179,49752.04521330564,0,0
2021-12-03,47156.5,50935.0,50467.0,49434.0,1285109700.0,46939.94376267954,51449.542864403425,49346.639278949064,1,0
2021-12-04,50058.0,51973.5,50618.5,50467.0,785385400.0,49013.520987575226,52691.63364248887,50999.65227308225,2,0
2021-12-05,48639.0,51232.5,50493.5,50618.5,784151500.0,48349.08764530108,52267.27084314007,50451.68455332148,1,0
2021-12-06,47350.0,50839.5,47567.0,50493.5,920742500.0,49683.45922149262,52263.38360078872,51107.3627591159,2,0
2021-12-07,46909.0,50100.0,47161.0,47567.0,1019266500.0,46216.558310267865,49478.50538363164,48001.88924506001,0,0
2021-12-08,46767.5,49496.0,49391.0,47161.0,703781800.0,46301.255437567655,49043.517306514725,47833.751603544275,0,0
2021-12-09,48631.5,50785.0,50066.5,49391.0,577168000.0,48367.02050292984,50750.17780287062,49716.864368112045,0,0
2021-12-10,45707.0,50191.0,46689.5,50066.5,1179530000.0,48718.54156495033,51903.28417158082,50469.81657356679,0,0
2021-12-11,46280.5,48666.0,48356.5,46689.5,891591600.0,45624.74923750367,49198.02038886915,47579.35800256645,0,1
2021-12-12,46532.0,49514.5,48880.0,48356.5,1179756100.0,47296.370145729714,50353.20489000056,48989.69836892039,0,0
2021-12-13,47475.0,49437.0,47630.0,48880.0,693052200.0,47973.49063232883,50820.39807135936,49570.44782847799,0,0
2021-12-14,45422.5,47988.5,46152.0,47630.0,1051363900.0,46432.79962941781,49878.66985597356,48337.5471834722,0,0
2021-12-15,45485.5,47345.5,46829.0,46152.0,537933800.0,45736.146240230795,48330.545405381316,47210.66308347816,0,0
2021-12-16,46408.0,48270.5,46650.5,46829.0,759820400.0,46056.07026099921,48814.28476497678,47614.6215471434,0,0
2021-12-17,45561.0,47532.0,46892.0,46650.5,923172900.0,45749.8423360524,48852.773729325156,47484.32109399797,0,0
2021-12-18,46657.0,49299.0,48879.0,46892.0,841803900.0,46155.381459450015,49099.53292615172,47807.00256643153,0,0
2021-12-19,48451.0,49665.5,48574.5,48879.0,561561700.0,48047.24449717133,50931.564295835255,49665.78815842417,0,2
2021-12-20,48002.0,51368.5,50815.5,48574.5,848398800.0,47993.305359209655,51011.58600068164,49683.41122263192,0,0
2021-12-21,50404.5,51874.0,50800.0,50815.5,746250000.0,50027.09005001563,52851.2054704795,51620.91545894429,0,2
2021-12-22,50005.0,51177.0,50380.0,50800.0,506531400.0,50137.582952238765,52933.91862789608,51720.29634082501,0,2
2021-12-23,49408.5,51314.5,50775.0,50380.0,602764000.0,49655.34354577605,52621.50956360273,51326.79144698414,0,2
2021-12-24,50436.0,52147.0,50700.0,50775.0,725148600.0,49828.63292154073,53224.50861875898,51717.0477146671,0,2
2021-12-25,47242.0,50700.0,47536.0,50700.0,1063412600.0,49857.23133837624,53159.693724318924,51699.28442231697,0,2
2021-12-26,46000.0,48105.0,46415.5,47536.0,942432900.0,46478.29391688493,50255.46046317678,48569.23134171982,0,0
2021-12-27,45872.5,47882.5,47111.0,46415.5,740468800.0,45253.1040045181,48932.64764377996,47298.2853643047,0,1
2021-12-28,45500.0,48546.0,46200.0,47111.0,1045402500.0,46387.03810763308,49748.886488063385,48274.01345292013,0,0
2021-12-29,46192.5,47925.5,47728.5,46200.0,543638500.0,45371.11654443614,48814.40083603893,47302.69929769061,0,1
2021-12-30,46647.5,47992.0,47300.0,47728.5,539072000.0,46923.47750663128,50035.020045520956,48679.01660548888,0,0
2021-12-31,45668.5,47577.0,46425.0,47300.0,760545500.0,46444.52148836442,49927.26490224863,48387.94991217529,0,0
2022-01-01,45500.0,47535.5,45796.0,46425.0,799086600.0,45610.05006784063,49242.10164647985,47637.11072123646,0,0
2022-01-02,42428.0,47067.5,43395.0,45796.0,1753918300.0,44909.43130613721,48459.70627391066,46900.55770676254,0,0
2022-01-03,42333.0,43750.0,43072.0,43395.0,677677400.0,42152.42190797071,46098.71243206781,44359.620225156366,0,1
2022-01-04,40551.0,43131.5,41542.5,43072.0,1289970100.0,41959.21437397829,45610.82791847868,44023.098552197356,0,0
2022-01-05,40491.5,42289.0,41659.5,41542.5,704883100.0,40873.573897377675,44199.38380939844,42781.61284766161,0,0
2022-01-06,41189.0,42750.0,41852.5,41659.5,582614300.0,40720.69072862964,44507.47114987814,42862.352629551315,0,0
2022-01-07,39609.0,42227.5,41800.0,41852.5,1184377100.0,41050.93964857259,44438.49846009226,42988.3123275534,0,0
2022-01-08,41251.0,43090.5,42715.0,41800.0,761201700.0,40881.92909555082,44301.85913836187,42844.09928406925,0,0
2022-01-09,42448.5,44666.0,43898.5,42715.0,762495800.0,41758.78073260638,45349.15914918227,43802.92014212356,0,0
2022-01-10,42330.5,44403.0,42554.5,43898.5,921101900.0,43119.29980840834,46354.894337252554,44988.511081511315,0,0
2022-01-11,41751.5,43460.0,43058.5,42554.5,729986800.0,41369.91540555122,44866.559951368305,43378.54898747381,0,0
2022-01-12,42571.5,43800.0,43075.0,43058.5,500524900.0,42297.072041175656,45253.39734019311,44036.75481368426,0,2
2022-01-13,42603.5,43478.0,43065.0,43075.0,481471900.0,42227.10835590122,45380.93885038115,44067.68291772298,0,2
2022-01-14,41550.0,43172.0,42207.5,43065.0,615739200.0,42136.23619389934,45554.56026709115,44111.344641006144,0,2
2022-01-15,41250.0,42718.5,42362.5,42207.5,604009300.0,41390.34019505227,44534.29920409164,43227.63935029924,0,0
2022-01-16,41111.5,42579.0,41653.0,42362.5,800597500.0,41607.418250874514,44873.74686980713,43508.56716510188,0,2
2022-01-17,40531.5,43503.0,40650.0,41653.0,924430500.0,40970.45927059273,44090.521519816146,42800.03023869908,0,0
2022-01-18,35394.5,41067.0,36436.5,40650.0,2100109600.0,39694.33501558991,43054.610267389966,41649.92849162877,0,0
2022-01-19,33973.0,36799.5,35052.0,36436.5,1213128000.0,35469.11449726904,39005.22478776925,37527.25234334705,0,0
2022-01-20,34613.0,36513.5,36252.0,35052.0,787106900.0,33785.39490989496,37454.68073740176,35913.39625111297,0,1
2022-01-21,32898.5,37560.0,36657.5,36252.0,1752304000.0,35467.157278641476,39006.55480677796,37527.214503549956,0,0
2022-01-22,35717.0,37539.0,36949.0,36657.5,895249700.0,35747.052889600694,39506.24805817032,37919.62951459802,0,0
2022-01-23,36260.0,38906.0,36819.0,36949.0,1077510300.0,36105.84970547654,39554.43579091495,38116.70944758201,0,0
2022-01-24,35514.0,37246.5,37163.5,36819.0,821052200.0,36293.8242045246,39287.871248435324,38084.20654556594,0,0
2022-01-25,36166.0,38002.0,37710.0,37163.5,615703100.0,36631.14563759341,39599.07392945135,38421.41571859708,0,0
2022-01-26,37281.5,38745.0,38174.0,37710.0,577571500.0,37519.302540572055,39991.849972562704,39067.21749023491,0,0
2022-01-27,37342.5,38368.5,37893.5,38174.0,459399600.0,37991.149203515,40868.34749439613,39747.10170104991,0,0
2022-01-28,36629.5,38745.0,38473.0,37893.5,722617500.0,37539.01208532762,40461.02900623428,39319.378861818725,0,2
2022-01-29,38000.0,39330.5,38687.0,38473.0,884188200.0,38194.55790115286,40933.93290472011,39889.17374676108,0,2
2022-01-30,36602.5,38865.0,36904.5,38687.0,746883200.0,38434.08426211073,41461.01877879946,40274.74128957008,0,2
2022-01-31,36222.5,37379.0,37310.0,36904.5,593239500.0,36601.8722883248,39628.32677337938,38452.95653123135,0,2
2022-02-01,37025.0,41737.0,41585.5,37310.0,1127249600.0,37142.04703238438,39943.549178519475,38883.2916751321,0,0
2022-02-02,40955.0,41949.5,41387.0,41585.5,601055700.0,41505.31559456819,43960.46414435256,43067.206006010936,0,2
2022-02-03,41133.0,42693.0,42375.5,41387.0,569456200.0,40995.77587053392,43986.752734134316,42824.91145442411,0,2
2022-02-04,41623.5,44550.0,43845.5,42375.5,931253100.0,41867.594956305984,44816.40064835248,43668.151990127,0,2
