,accuracy_score,f1_score,recall_score,precision_score,MAE,RMSE,MAPE,SMAPE,MASE,MSLE
validation-0,0.7129411764705882,0.6995073891625616,0.7171717171717171,0.6826923076923077,1659.1188824097103,1833.080794666457,6.97621769825631,6.640699302082194,2.652353497752961,0.006355934464038571
