,accuracy_score,f1_score,recall_score,precision_score,MAE,RMSE,MAPE,SMAPE,MASE,MSLE
validation-0,0.5670588235294117,0.5445544554455446,0.5555555555555556,0.5339805825242718,1374.6039351342429,1799.838804366422,5.7112571945496455,5.424434239756772,2.1975131463050577,0.00569993377135899
